orig_image,mask_image
images\revert_vertical_Rchannel2_20240129194206297833_@003137.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@003137.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@003422.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@003422.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@003766.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@003766.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@003939.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@003939.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@003976.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@003976.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@004007.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@004007.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@004192.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@004192.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@004311.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@004311.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@004541.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@004541.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@005180.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@005180.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@006490.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@006490.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@006772.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@006772.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@009844.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@009844.bmp
images\revert_vertical_Rchannel2_20240129194206297833_@020274.bmp,masks\revert_vertical_Rchannel2_20240129194206297833_@020274.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@003083.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@003083.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@003788.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@003788.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@005050.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@005050.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@005239.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@005239.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@006849.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@006849.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@006912.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@006912.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@007716.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@007716.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@007719.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@007719.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@007767.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@007767.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@008964.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@008964.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@012440.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@012440.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@016120.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@016120.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@016434.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@016434.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@018137.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@018137.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@018612.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@018612.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@020120.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@020120.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@027694.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@027694.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@029145.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@029145.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@029482.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@029482.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@034502.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@034502.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@034990.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@034990.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@037467.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@037467.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@041183.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@041183.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@044260.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@044260.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@046301.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@046301.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@052194.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@052194.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@052749.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@052749.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@054826.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@054826.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@055646.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@055646.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@064532.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@064532.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@066606.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@066606.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@073699.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@073699.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@081030.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@081030.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@081088.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@081088.bmp
images\revert_vertical_Rchannel3_20240129194206389577_@089740.bmp,masks\revert_vertical_Rchannel3_20240129194206389577_@089740.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@001946.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@001946.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@004513.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@004513.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@004596.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@004596.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@004617.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@004617.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@049278.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@049278.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@060752.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@060752.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@063826.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@063826.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@066694.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@066694.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@068743.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@068743.bmp
images\revert_vertical_Rchannel4_202401291942061545805_@096195.bmp,masks\revert_vertical_Rchannel4_202401291942061545805_@096195.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@003450.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@003450.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@005530.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@005530.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@006094.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@006094.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@006618.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@006618.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@007793.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@007793.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@007897.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@007897.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@008057.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@008057.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@008309.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@008309.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@008813.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@008813.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@010005.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@010005.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@010120.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@010120.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@010311.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@010311.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@015376.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@015376.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@022875.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@022875.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@024014.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@024014.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@026345.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@026345.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@026638.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@026638.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@035490.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@035490.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@042113.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@042113.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@044907.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@044907.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@047686.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@047686.bmp
images\revert_vertical_Rchannel5_202401291942061759448_@059441.bmp,masks\revert_vertical_Rchannel5_202401291942061759448_@059441.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@001946.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@001946.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@002136.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@002136.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@002197.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@002197.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@002320.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@002320.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@002363.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@002363.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@002695.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@002695.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@003901.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@003901.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@004087.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@004087.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@004645.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@004645.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@004830.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@004830.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@004931.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@004931.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@019878.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@019878.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@020716.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@020716.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@021927.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@021927.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@022668.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@022668.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@022853.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@022853.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@023600.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@023600.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@024241.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@024241.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@062707.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@062707.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@070418.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@070418.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@079429.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@079429.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@079987.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@079987.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@082040.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@082040.bmp
images\revert_vertical_Rchannel5_202402032350591761502_@082588.bmp,masks\revert_vertical_Rchannel5_202402032350591761502_@082588.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@023503.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@023503.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@023517.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@023517.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@023597.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@023597.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@023606.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@023606.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@023607.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@023607.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@024049.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@024049.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@024069.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@024069.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@024075.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@024075.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@024140.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@024140.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@024185.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@024185.bmp
images\revert_vertical_Rchannel7_202402032351092651784_@025732.bmp,masks\revert_vertical_Rchannel7_202402032351092651784_@025732.bmp
